SHARAD Reading at Lat,Lon: 72.2775, 195.7673
Line (Pixels),Value (DN)
2610,9.0056135377381E-5
2611,9.001621947390959E-5
2612,7.693850784562528E-5
2613,7.43693090043962E-5
2614,8.309358236147091E-5
2615,9.377152309753001E-5
2616,9.827838221099228E-5
2617,8.854526822688058E-5
2618,6.7637134634424E-5
2619,5.5566801165696234E-5
2620,7.000179903116077E-5
2621,9.291817696066573E-5
2622,8.56553451740183E-5
2623,5.1382598030613735E-5
2624,2.967682303278707E-5
2625,5.539690755540505E-5
2626,1.9278466061223298E-4
2627,5.306164384819567E-4
2628,0.0010552220046520233
2629,0.0015543251065537333
2630,0.0017035468481481075
2631,0.0013591877650469542
2632,7.752040401101112E-4
2633,3.50072979927063E-4
2634,1.9347037596162409E-4
2635,1.4769072004128247E-4
2636,1.018264883896336E-4
2637,6.983320781728253E-5
2638,8.053320925682783E-5
2639,1.1942013952648267E-4
2640,1.364398340228945E-4
2641,1.0580383241176605E-4
2642,6.534287967951968E-5
2643,5.1771454309346154E-5
2644,4.771430394612253E-5
2645,3.432777157286182E-5
2646,2.8707308956654742E-5
2647,4.289327625883743E-5
2648,6.39554564259015E-5
2649,8.023131522350013E-5
2650,9.14827105589211E-5
2651,1.0717957775341347E-4
2652,1.4062144327908754E-4
2653,1.7906937864609063E-4
2654,1.8532115791458637E-4
2655,1.5608762623742223E-4
2656,1.3329798821359873E-4
2657,1.3652732013724744E-4
2658,1.3726558245252818E-4
2659,1.2281056842766702E-4
2660,1.351402170257643E-4
2661,2.0718427549581975E-4
2662,2.959749836008996E-4
2663,3.2896368065848947E-4
2664,2.9717778670601547E-4
2665,2.582200977485627E-4
2666,2.498132234904915E-4
2667,2.313189033884555E-4
2668,1.543817634228617E-4
2669,9.05182387214154E-5
2670,1.767929643392563E-4
2671,3.927025245502591E-4
2672,5.389076541177928E-4
2673,4.917985643260181E-4
2674,3.3676307066343725E-4
2675,2.1467167243827134E-4
2676,1.5852392243687063E-4
2677,1.217526150867343E-4
2678,9.041326848091558E-5
2679,9.651404252508655E-5
2680,1.3792625395581126E-4
2681,1.6696011880412698E-4
2682,1.6828437219373882E-4
2683,1.7468462465330958E-4
2684,1.977292849915102E-4
2685,2.0307107479311526E-4
2686,1.6664256691001356E-4
2687,1.155885256594047E-4
2688,9.162878268398345E-5
2689,9.846140164881945E-5
2690,1.1008414003299549E-4
2691,1.0798363655339926E-4
2692,9.062318713404238E-5
2693,6.87814608681947E-5
2694,5.717483873013407E-5
2695,6.0813134041382E-5
2696,8.35260798339732E-5
2697,1.3384749763645232E-4
2698,1.9208180310670286E-4
2699,2.0970741752535105E-4
2700,1.7351903079543263E-4
2701,1.42726581543684E-4
2702,2.1258642664179206E-4
2703,4.154577327426523E-4
2704,6.223385571502149E-4
2705,6.307985750027001E-4
2706,4.2096388642676175E-4
2707,1.9361445447430015E-4
2708,9.633564332034439E-5
2709,8.195168629754335E-5
2710,6.922891770955175E-5
2711,5.5503289331682026E-5
2712,5.0484824896557257E-5
2713,4.382206316222437E-5
2714,3.980169276474044E-5
2715,5.255990618024953E-5
2716,8.174868708010763E-5
2717,1.058211419149302E-4
2718,9.710730228107423E-5
2719,6.082219260861166E-5
2720,3.196603211108595E-5
2721,2.4074353859759867E-5
2722,3.1395065889228135E-5
2723,5.8214805903844535E-5
2724,9.33685660129413E-5
2725,1.0426277003716677E-4
2726,8.832111052470282E-5
2727,7.83066134317778E-5
2728,8.633033576188609E-5
2729,8.63682507770136E-5
2730,6.357151869451627E-5
2731,4.9703638069331646E-5
2732,8.040990360314026E-5
2733,1.3188565208110958E-4
2734,1.4017750800121576E-4
2735,8.890258322935551E-5
2736,3.5196029784856364E-5
2737,2.6161504138144664E-5
2738,4.8206988140009344E-5
2739,8.173356036422774E-5
2740,1.2012111255899072E-4
2741,1.3812324323225766E-4
2742,1.26209226436913E-4
2743,1.1050857574446127E-4
2744,1.0179118544328958E-4
2745,9.745722491061315E-5
2746,1.0760565783130005E-4
2747,1.1861303937621415E-4
2748,1.0021563502959907E-4
2749,6.946377834537998E-5
2750,7.108865975169465E-5
2751,1.1002153769368306E-4
2752,1.5238861669786274E-4
2753,1.6337406123057008E-4
2754,1.3505516108125448E-4
2755,9.3000904598739E-5
2756,6.204201054060832E-5
2757,4.3622509110718966E-5
2758,3.810406269622035E-5
2759,4.511212318902835E-5
2760,4.673954754252918E-5
2761,3.578334872145206E-5
2762,3.604338053264655E-5
2763,5.7935369113693014E-5
2764,7.360165909631178E-5
2765,6.727682921336964E-5
2766,5.911357584409416E-5
2767,5.630355735775083E-5
2768,4.633103162632324E-5
2769,4.683807856054045E-5
2770,8.522001007804647E-5
2771,1.357494475087151E-4
2772,1.4901097165420651E-4
2773,1.2416775280144066E-4
2774,9.648182458477095E-5
2775,7.871134585002437E-5
2776,5.968785990262404E-5
2777,4.278737469576299E-5
2778,4.312375676818192E-5
2779,5.223858170211315E-5
2780,4.792377512785606E-5
2781,3.7435205740621313E-5
2782,5.0136339268647134E-5
2783,8.969647024059668E-5
2784,1.241441786987707E-4
2785,1.216629461850971E-4
2786,8.616279228590429E-5
2787,5.745031012338586E-5
2788,6.89382795826532E-5
2789,1.0723980085458606E-4
2790,1.2595514999702573E-4
2791,9.974511340260506E-5
2792,5.39177781320177E-5
2793,2.8532786018331535E-5
2794,2.8510958145488985E-5
2795,3.73894399672281E-5
2796,5.2589955885196105E-5
2797,7.126795389922336E-5
2798,7.688261393923312E-5
2799,6.445415783673525E-5
2800,4.865871596848592E-5
2801,4.4248634367249906E-5
2802,5.739844709751196E-5
2803,8.741772035136819E-5
2804,1.2463041639421135E-4
2805,1.483523810748011E-4
2806,1.4363719674292952E-4
2807,1.2666698603425175E-4
2808,1.2305454583838582E-4
2809,1.2651135330088437E-4
2810,1.2297336070332676E-4
2811,1.2196569878142327E-4
2812,1.2544303899630904E-4
2813,1.2288645666558295E-4
2814,1.2484344188123941E-4
2815,1.329876686213538E-4
2816,1.0995229968102649E-4
2817,5.500530096469447E-5
2818,4.926066321786493E-5
2819,1.376228901790455E-4
2820,2.302372013218701E-4
2821,2.153640816686675E-4
2822,1.1573263327591121E-4
2823,4.666982567869127E-5
2824,5.95057790633291E-5
2825,9.997868619393557E-5
2826,1.0464139631949365E-4
2827,7.94099469203502E-5
2828,7.230383198475465E-5
2829,1.013829096336849E-4
2830,1.279881689697504E-4
2831,1.0848935198737308E-4
2832,7.078883209032938E-5
2833,8.243733464041725E-5
2834,1.277426490560174E-4
2835,1.2522285396698862E-4
2836,7.381218165392056E-5
2837,4.229625119478442E-5
2838,4.523128882283345E-5
2839,5.49906435480807E-5
2840,6.497028516605496E-5
2841,7.193286728579551E-5
2842,6.900037260493264E-5
2843,5.862975740456022E-5
2844,4.34913563367445E-5
2845,3.6232049751561135E-5
2846,5.163624882698059E-5
2847,6.829656922491267E-5
2848,5.678550951415673E-5
2849,3.3996991987805814E-5
2850,2.97794358630199E-5
2851,3.8060741644585505E-5
2852,4.4144773710286245E-5
2853,5.1779748901026323E-5
2854,6.252529419725761E-5
2855,7.218470273073763E-5
2856,8.165220060618594E-5
2857,8.395482291234657E-5
2858,7.385433127637953E-5
2859,7.366449426626787E-5
2860,1.0076844046125188E-4
2861,1.2862378207501024E-4
2862,1.2361863628029823E-4
2863,9.215808677254245E-5
2864,6.809242040617391E-5
2865,7.441322668455541E-5
2866,1.003060897346586E-4
2867,1.136167484219186E-4
2868,1.0038387699751183E-4
2869,7.517130870837718E-5
2870,5.3229814511723816E-5
2871,4.089346475666389E-5
2872,4.811472535948269E-5
2873,8.2629885582719E-5
2874,1.30215470562689E-4
2875,1.5909089415799826E-4
2876,1.5435527893714607E-4
2877,1.3360321463551372E-4
2878,1.1771328718168661E-4
2879,1.082213202607818E-4
2880,9.924470941768959E-5
2881,8.725327643333003E-5
2882,7.17079674359411E-5
2883,5.6965855037560686E-5
2884,4.359421654953621E-5
2885,3.002810262842104E-5
2886,2.7140689780935645E-5
2887,3.757302329177037E-5
2888,3.9692691643722355E-5
2889,3.352795465616509E-5
2890,4.9269376177107915E-5
2891,7.687364268349484E-5
2892,7.05812344676815E-5
2893,4.0806680772220716E-5
2894,4.5625016355188563E-5
2895,8.836097549647093E-5
2896,1.1312276910757646E-4
2897,9.512869291938841E-5
2898,6.644057430094108E-5
2899,6.091601972002536E-5
2900,7.55081491661258E-5
